RegionID,RegionName,SizeRank,Index,HistoricAverage_1985thru1999,X2018.03,X2018.06,X2018.09,X2018.12,lat,long,category
394669,"Hartford, CT",44,Rent Affordability,0.273672459,0.264757428,0.259238491,0.255447719,0.259509587,41.7658043,-72.6733723,Top 50
395022,"Richmond, VA",45,Rent Affordability,0.232638123,0.240680456,0.239335166,0.238006734,0.240265672,37.5407246,-77.4360481,Top 50
394910,"New Orleans, LA",46,Rent Affordability,0.226794411,0.324260526,0.319881187,0.315788752,0.321662319,29.9510658,-90.0715323,Top 50
394425,"Buffalo, NY",47,Rent Affordability,0.348460372,0.251250382,0.250818449,0.248734086,0.251004651,42.8864468,-78.8783689,Top 50
395012,"Raleigh, NC",48,Rent Affordability,0.189235091,0.232568801,0.231585949,0.230295114,0.230452725,35.7795897,-78.6381787,Top 50
394388,"Birmingham, AL",49,Rent Affordability,0.191634496,0.23420702,0.232287065,0.230611428,0.237055507,33.5185892,-86.8103567,Top 50
395053,"Salt Lake City, UT",50,Rent Affordability,0.213294157,0.259421045,0.257518727,0.255807848,0.256845962,40.7607793,-111.8910474,Top 50
395031,"Rochester, NY",51,Rent Affordability,0.260675994,0.281862146,0.276849916,0.273942709,0.279103642,43.1565779,-77.6088465,Top 100
394640,"Grand Rapids, MI",52,Rent Affordability,0.257349804,0.256781299,0.255290756,0.253066914,0.254434849,42.9633599,-85.6680863,Top 100
395167,"Tucson, AZ",53,Rent Affordability,0.282387515,0.270293013,0.269944108,0.268035868,0.271258883,32.2226066,-110.9747108,Top 100
753924,"Urban Honolulu, HI",54,Rent Affordability,0.288264813,0.344279548,0.339512999,0.33597035,0.339605822,21.2765323,-157.8257313,Top 100
395169,"Tulsa, OK",55,Rent Affordability,0.203809514,0.225666754,0.22289713,0.221500585,0.225884932,36.1539816,-95.992775,Top 100
394619,"Fresno, CA",56,Rent Affordability,0.428696724,0.299203876,0.299060687,0.296921039,0.29723866,36.7377981,-119.7871247,Top 100
395238,"Worcester, MA",57,Rent Affordability,0.304155089,0.27087702,0.267765073,0.265539878,0.267823367,42.2625932,-71.8022934,Top 100
394312,"Albuquerque, NM",58,Rent Affordability,0.249519801,0.278482034,0.276496111,0.274312579,0.277161254,35.0843859,-106.650422,Top 100
394308,"Albany, NY",59,Rent Affordability,0.327391044,0.261075468,0.259559684,0.257402678,0.254950767,42.6525793,-73.7562317,Top 100
394938,"Omaha, NE",60,Rent Affordability,0.215005076,0.230627324,0.22841717,0.226589745,0.228270958,41.2565369,-95.9345034,Top 100
394908,"New Haven, CT",61,Rent Affordability,0.278673946,0.280569476,0.278218335,0.275906271,0.279454283,41.308274,-72.9278835,Top 100
394357,"Bakersfield, CA",62,Rent Affordability,0.366193786,0.301891793,0.302345538,0.300194056,0.302060013,35.3732921,-119.0187125,Top 100
394753,"Knoxville, TN",63,Rent Affordability,0.233023273,0.259253965,0.258071351,0.256229858,0.257312478,35.9606384,-83.9207392,Top 100
394653,"Greenville, SC",64,Rent Affordability,0.233146629,0.285390126,0.28405039,0.282270693,0.281194016,34.8526176,-82.3940104,Top 100
394318,"Allentown, PA",65,Rent Affordability,0.23193067,0.265504418,0.263279521,0.260728975,0.263255411,40.6022939,-75.4714098,Top 100
394561,"El Paso, TX",66,Rent Affordability,0.33870952,0.263265825,0.258163769,0.25575689,0.259132676,31.7618778,-106.4850217,Top 100
394367,"Baton Rouge, LA",67,Rent Affordability,0.244085325,0.277235808,0.273244801,0.271127533,0.266217385,30.4514677,-91.1871466,Top 100
394521,"Dayton, OH",68,Rent Affordability,0.194511769,0.215663009,0.210542135,0.209019371,0.214734609,39.7589478,-84.1916069,Top 100
394843,"McAllen, TX",69,Rent Affordability,0.456902399,0.3092357,0.304434884,0.299064616,0.309090616,26.2034071,-98.2300124,Top 100
394486,"Columbia, SC",70,Rent Affordability,0.209560673,0.24007502,0.237480923,0.235993003,0.241352326,34.0007104,-81.0348144,Top 100
394648,"Greensboro, NC",71,Rent Affordability,0.208818398,0.221832161,0.217886499,0.216061153,0.230265045,36.0726354,-79.7919754,Top 100
394304,"Akron, OH",72,Rent Affordability,0.254667807,0.227370159,0.225093612,0.223465603,0.224713182,41.0814447,-81.5190053,Top 100
753906,"North Port-Sarasota-Bradenton, FL",73,Rent Affordability,0.356788323,0.37231862,0.370588138,0.36765315,0.364957803,27.044224,-82.2359254,Top 100
394798,"Little Rock, AR",74,Rent Affordability,0.164178202,0.221268388,0.219432679,0.217401039,0.219310966,34.7464809,-92.2895948,Top 100
395134,"Stockton, CA",75,Rent Affordability,0.315245136,0.314523353,0.312398868,0.310119871,0.314220712,37.9577016,-121.2907796,Top 100
394457,"Charleston, SC",76,Rent Affordability,0.214231607,0.311225277,0.308875718,0.306748041,0.311149052,32.7764749,-79.9310512,Top 100
395143,"Syracuse, NY",77,Rent Affordability,0.360972843,0.267141797,0.265316766,0.263111918,0.2680619,43.0481221,-76.1474244,Top 100
394484,"Colorado Springs, CO",78,Rent Affordability,0.250253756,0.270561811,0.272493766,0.270694307,0.270321867,38.8338816,-104.8213634,Top 100
395235,"Winston-Salem, NC",79,Rent Affordability,0.221865255,0.248449274,0.247121353,0.245573032,0.255822177,36.0998596,-80.244216,Top 100
395224,"Wichita, KS",80,Rent Affordability,0.199291965,0.203697014,0.200923675,0.199043803,0.202062454,37.6871761,-97.330053,Top 100
395115,"Springfield, MA",81,Rent Affordability,0.380224962,0.331193182,0.338164413,0.335984548,0.336758073,42.1014831,-72.589811,Top 100
394399,"Boise City, ID",82,Rent Affordability,0.170049716,0.268358947,0.266011686,0.263701497,0.27264936,43.6150186,-116.2023137,Top 100
395160,"Toledo, OH",83,Rent Affordability,0.218851199,0.230845045,0.226850831,0.223603109,0.223820881,41.6528052,-83.5378674,Top 100
394816,"Madison, WI",84,Rent Affordability,0.218818322,0.235630511,0.233098846,0.230603803,0.232321887,43.0730517,-89.4012302,Top 100
394766,"Lakeland, FL",85,Rent Affordability,0.260004507,0.297771651,0.297821871,0.296434783,0.298634303,28.0394654,-81.9498042,Top 100
394931,"Ogden, UT",86,Rent Affordability,0.205092093,0.234984662,0.233439305,0.231757077,0.23714186,41.223,-111.9738304,Top 100
394531,"Des Moines, IA",87,Rent Affordability,0.214223177,0.220359033,0.219600882,0.2180126,0.219119315,41.5868353,-93.6249593,Top 100
394711,"Jackson, MS",88,Rent Affordability,0.185830159,0.275202833,0.27524635,0.273742753,0.269623126,32.2987573,-90.1848103,Top 100
395245,"Youngstown, OH",89,Rent Affordability,0.257816709,0.208351582,0.205796923,0.203279217,0.206162492,41.0997803,-80.6495194,Top 100
394352,"Augusta, GA",90,Rent Affordability,0.243583989,0.221961532,0.221265254,0.219878933,0.217121042,33.4734978,-82.0105148,Top 100
395075,"Scranton, PA",91,Rent Affordability,0.361450807,0.228050189,0.227057486,0.225625931,0.217669816,41.408969,-75.6624122,Top 100
394666,"Harrisburg, PA",92,Rent Affordability,0.226600166,0.226971164,0.226493659,0.224258278,0.226087641,40.2731911,-76.8867008,Top 100
394460,"Chattanooga, TN",93,Rent Affordability,0.241095621,0.279907725,0.277910366,0.275938035,0.275368255,35.0456297,-85.3096801,Top 100
395113,"Spokane, WA",94,Rent Affordability,0.334728548,0.285429279,0.283157258,0.280921121,0.286474216,47.6587802,-117.4260465,Top 100
395006,"Provo, UT",95,Rent Affordability,0.228790291,0.244837945,0.243889261,0.242128618,0.244333787,40.2338438,-111.6585337,Top 100
394768,"Lancaster, PA",96,Rent Affordability,0.212282391,0.221593164,0.220104305,0.218275184,0.222630218,40.0466571,-76.1783739,Top 300
394871,"Modesto, CA",97,Rent Affordability,0.301249474,0.277891907,0.278581777,0.276573706,0.288307914,37.6390972,-120.9968782,Top 300
394549,"Durham, NC",98,Rent Affordability,0.234749489,0.265398238,0.264292885,0.262260707,0.263245258,35.9940329,-78.898619,Top 300
395068,"Santa Rosa, CA",99,Rent Affordability,0.30843043,0.4018315,0.410881015,0.409755651,0.400517019,38.440429,-122.7140548,Top 300
394792,"Lexington, KY",100,Rent Affordability,0.19844967,0.237312804,0.238633485,0.237738188,0.23745015,38.0405837,-84.5037164,Top 300
394761,"Lafayette, LA",101,Rent Affordability,0.314692939,0.290998875,0.287183572,0.282924035,0.282140389,30.2240897,-92.0198427,Top 300
394770,"Lansing, MI",102,Rent Affordability,0.234355569,0.243998482,0.240360828,0.238006863,0.243631199,42.732535,-84.5555347,Top 300
394590,"Fayetteville, AR",103,Rent Affordability,0.211675805,0.241141525,0.237744217,0.236254648,0.236637184,36.082156,-94.1718542,Top 300
394971,"Pensacola, FL",104,Rent Affordability,0.251478117,0.252682367,0.25524488,0.255167102,0.257250243,30.421309,-87.2169149,Top 300
395195,"Visalia, CA",105,Rent Affordability,0.450310427,0.303623986,0.301459825,0.299329846,0.301710398,36.3302284,-119.2920585,Top 300
395096,"Shreveport, LA",106,Rent Affordability,0.258724971,0.311873541,0.307109643,0.30518547,0.311573419,32.5251516,-93.7501789,Top 300
395116,"Springfield, MO",107,Rent Affordability,0.219224128,0.202978529,0.198838913,0.197160647,0.200513356,37.2089572,-93.2922989,Top 300
395244,"York, PA",108,Rent Affordability,0.220836386,0.23307507,0.228001138,0.225378191,0.231464871,39.9625984,-76.727745,Top 300
394502,"Corpus Christi, TX",109,Rent Affordability,0.276677373,0.310243477,0.31010354,0.30883739,0.30870795,27.8005828,-97.396381,Top 300
394596,"Flint, MI",110,Rent Affordability,0.216078965,0.203210339,0.195655219,0.18971707,0.195340121,43.0125274,-83.6874562,Top 300
395019,"Reno, NV",111,Rent Affordability,0.27697644,0.32119416,0.320152967,0.317812614,0.322781304,39.5296329,-119.8138027,Top 300
394338,"Asheville, NC",112,Rent Affordability,0.251624702,0.327957278,0.327062639,0.325013452,0.328318883,35.5950581,-82.5514869,Top 300
394995,"Port St. Lucie, FL",113,Rent Affordability,0.242544552,0.352328327,0.351240687,0.349040015,0.354704278,27.2730492,-80.3582261,Top 300
394698,"Huntsville, AL",114,Rent Affordability,0.190510067,0.20964111,0.209081714,0.207961128,0.214006881,34.7303688,-86.5861037,Top 300
394612,"Fort Wayne, IN",115,Rent Affordability,0.222870614,0.246043451,0.244250957,0.242484391,0.240962252,41.079273,-85.1393513,Top 300
395050,"Salinas, CA",116,Rent Affordability,0.346767303,0.400279133,0.39773571,0.395073027,0.404473979,36.6777372,-121.6555013,Top 300
395183,"Vallejo, CA",117,Rent Affordability,0.243671242,0.318859555,0.319777672,0.317997762,0.32304991,38.1040864,-122.2566367,Top 300
394870,"Mobile, AL",118,Rent Affordability,0.207919435,0.237057791,0.23479917,0.23358112,0.238162545,30.6953657,-88.0398912,Top 300
395015,"Reading, PA",119,Rent Affordability,0.2271864,0.239315967,0.237310525,0.234959754,0.237529766,40.3356483,-75.9268747,Top 300
394421,"Brownsville, TX",120,Rent Affordability,0.393331009,0.29597621,0.298243541,0.297006847,0.289191608,25.9017472,-97.4974838,Top 300
394746,"Killeen, TX",121,Rent Affordability,0.255880617,0.220278582,0.218231096,0.21730013,0.221150675,31.1171194,-97.7277959,Top 300
394439,"Canton, OH",122,Rent Affordability,0.2255687,0.217892832,0.215846175,0.214285049,0.214330625,40.7989473,-81.378447,Top 300
394372,"Beaumont, TX",123,Rent Affordability,0.294995506,0.283658029,0.282577208,0.281041138,0.279990069,30.080174,-94.1265562,Top 300
394820,"Manchester, NH",124,Rent Affordability,0.241565991,0.264180745,0.262115279,0.259201504,0.265964761,42.9956397,-71.4547891,Top 300
395048,"Salem, OR",125,Rent Affordability,0.233873819,0.315694116,0.311516436,0.308849892,0.31441845,44.9428975,-123.0350963,Top 300
394327,"Anchorage, AK",126,Rent Affordability,0.256133387,0.269741128,0.268212342,0.266400965,0.26568314,61.2180556,-149.9002778,Top 300
394972,"Peoria, IL",127,Rent Affordability,0.331074237,0.20116467,0.196227878,0.192578783,0.197636227,40.6936488,-89.5889864,Top 300
394898,"Myrtle Beach, SC",128,Rent Affordability,0.234236537,0.31003443,0.302751262,0.300613713,0.307352625,33.6890603,-78.8866943,Top 300
394875,"Montgomery, AL",129,Rent Affordability,0.177778493,0.222317704,0.223051607,0.221654093,0.219570981,32.3792233,-86.3077368,Top 300
394658,"Gulfport, MS",130,Rent Affordability,0.178272438,0.249165409,0.250085329,0.250251136,0.255088633,30.3674198,-89.0928155,Top 300
395146,"Tallahassee, FL",131,Rent Affordability,0.273619597,0.276237868,0.27564569,0.274147108,0.27675379,30.4382559,-84.2807329,Top 300
395164,"Trenton, NJ",132,Rent Affordability,0.255744055,0.286200898,0.279533752,0.27443719,0.274057408,40.2205824,-74.759717,Top 300
394589,"Fayetteville, NC",133,Rent Affordability,0.192439178,0.234400716,0.235035515,0.233825348,0.233412639,35.0526641,-78.8783585,Top 300
394679,"Hickory, NC",134,Rent Affordability,0.238948545,0.227345806,0.227110246,0.225687303,0.234691797,35.7344538,-81.3444573,Top 300
394697,"Huntington, WV",135,Rent Affordability,0.267200353,0.260719664,0.267263343,0.269947503,0.26740039,38.4192496,-82.445154,Top 300
394576,"Eugene, OR",136,Rent Affordability,0.277906256,0.323212446,0.32063967,0.317880147,0.323285485,44.0520691,-123.0867536,Top 300
395033,"Rockford, IL",137,Rent Affordability,0.302415468,0.224982474,0.217697092,0.215499748,0.225907266,42.2711311,-89.0939952,Top 300
395070,"Savannah, GA",138,Rent Affordability,0.252677789,0.261998556,0.260140866,0.25871549,0.261169516,32.0808989,-81.091203,Top 300
394332,"Ann Arbor, MI",139,Rent Affordability,0.250428835,0.305546587,0.30776425,0.305048151,0.301235545,42.2808256,-83.7430378,Top 300
394927,"Ocala, FL",140,Rent Affordability,0.266200351,0.30273015,0.300821458,0.299198908,0.302287228,29.1871986,-82.1400923,Top 300
394732,"Kalamazoo, MI",141,Rent Affordability,0.281588673,0.256200192,0.253063093,0.251653266,0.259238947,42.2917069,-85.5872286,Top 300
395107,"South Bend, IN",142,Rent Affordability,0.240485552,0.216881207,0.215525206,0.213743983,0.220379547,41.6763545,-86.2519898,Top 300
395109,"Spartanburg, SC",143,Rent Affordability,0.240899013,0.255831217,0.253753894,0.252164017,0.251740298,34.9495672,-81.9320482,Top 300
394579,"Evansville, IN",144,Rent Affordability,0.241139926,0.224875252,0.223687957,0.221398532,0.221809029,37.9715592,-87.5710898,Top 300
394747,"Kingsport, TN",145,Rent Affordability,0.29875326,0.2636349,0.255530749,0.253129542,0.262686481,36.548434,-82.5618186,Top 300
395028,"Roanoke, VA",146,Rent Affordability,0.317001298,0.247249471,0.246337702,0.244579936,0.249873755,37.2709704,-79.9414266,Top 300
394796,"Lincoln, NE",147,Rent Affordability,0.219933774,0.250433898,0.249382698,0.247770938,0.247516131,40.813616,-96.7025955,Top 300
394602,"Fort Collins, CO",148,Rent Affordability,0.247473404,0.291618488,0.293521751,0.29153906,0.289920106,40.5852602,-105.084423,Top 300
394488,"Columbus, GA",149,Rent Affordability,0.279435028,0.244090419,0.242551446,0.241302276,0.243563502,32.4609764,-84.9877094,Top 300
394405,"Boulder, CO",150,Rent Affordability,0.250517986,0.317143762,0.318330773,0.316241731,0.318681819,40.0149856,-105.2705456,Top 300
394808,"Lubbock, TX",151,Rent Affordability,0.29223363,0.285402129,0.286365868,0.284571664,0.284536293,33.5778631,-101.8551665,Top 300
394572,"Erie, PA",152,Rent Affordability,0.320186579,0.218793051,0.216959589,0.214927954,0.214517144,42.1292241,-80.085059,Top 300
394609,"Fort Smith, AR",153,Rent Affordability,0.239002697,0.250295776,0.248717678,0.247159356,0.246199051,35.3859242,-94.3985475,Top 300
394543,"Duluth, MN",154,Rent Affordability,0.358678359,0.2433992,0.248098094,0.247588766,0.238793824,46.7866719,-92.1004852,Top 300
394348,"Atlantic City, NJ",155,Rent Affordability,0.320355647,0.275364264,0.270255202,0.267268445,0.26690259,39.3642834,-74.4229266,Top 300
395061,"San Luis Obispo, CA",156,Rent Affordability,0.419648853,0.400764422,0.394024561,0.39059273,0.390232348,35.2827524,-120.6596156,Top 300
394622,"Gainesville, FL",157,Rent Affordability,0.304029579,0.342178547,0.345911265,0.344542151,0.349271266,29.6516344,-82.3248262,Top 300
395065,"Santa Cruz, CA",158,Rent Affordability,0.32847922,0.439027325,0.435242112,0.431516684,0.439146468,36.9741171,-122.0307963,Top 300
394471,"Clarksville, TN",159,Rent Affordability,0.217687853,0.211341748,0.207461112,0.204473163,0.208861948,36.5297706,-87.3594528,Top 300
394447,"Cedar Rapids, IA",160,Rent Affordability,0.238163824,0.206073782,0.207508047,0.204550059,0.200007008,41.9778795,-91.6656232,Top 300
394851,"Merced, CA",161,Rent Affordability,0.394700875,0.312764042,0.313689406,0.311938153,0.319338294,37.3021632,-120.4829677,Top 300
395229,"Wilmington, NC",162,Rent Affordability,0.224529213,0.303652363,0.300614484,0.297837939,0.306189803,34.2103894,-77.8868117,Top 300
394741,"Kennewick, WA",163,Rent Affordability,0.28462974,0.267943141,0.265441385,0.263162148,0.264913207,46.2086683,-119.119948,Top 300
394645,"Greeley, CO",164,Rent Affordability,0.300954816,0.280239748,0.280224926,0.278350161,0.28355162,40.4233142,-104.7091322,Top 300
395197,"Waco, TX",165,Rent Affordability,0.314215463,0.294981185,0.295433437,0.294348288,0.301141337,31.549333,-97.1466695,Top 300
394811,"Lynchburg, VA",166,Rent Affordability,0.350152091,0.242057285,0.240312267,0.238806609,0.244884535,37.4137536,-79.1422464,Top 300
394937,"Olympia, WA",167,Rent Affordability,0.234337227,0.261075434,0.26284853,0.261091179,0.265679548,47.0378741,-122.9006951,Top 300
394323,"Amarillo, TX",168,Rent Affordability,0.295379799,0.258510362,0.259938573,0.258309947,0.254544446,35.2219971,-101.8312969,Top 300
394387,"Binghamton, NY",169,Rent Affordability,0.412602205,0.279400461,0.279379544,0.278438517,0.2711229,42.0986867,-75.9179738,Top 300
394660,"Hagerstown, WV",170,Rent Affordability,0.340602607,0.233539644,0.231678145,0.230226582,0.231674621,39.6417629,-77.7199932,Top 300
394412,"Bremerton, WA",171,Rent Affordability,0.216222512,0.277908229,0.274583116,0.273361123,0.277635875,47.5650067,-122.6269768,Top 300
395240,"Yakima, WA",172,Rent Affordability,0.342536776,0.29169663,0.28712375,0.284360024,0.286317189,46.6020711,-120.5058987,Top 300
753875,"Crestview-Fort Walton Beach-Destin, FL",173,Rent Affordability,0.251723829,0.293640734,0.287086231,0.283924364,0.290865068,30.7611484,-86.6611083,Top 300
395161,"Topeka, KS",174,Rent Affordability,0.188658835,0.189836776,0.186606177,0.183829914,0.192222174,39.0473451,-95.6751576,Top 300
394813,"Macon-Bibb County, GA",175,Rent Affordability,0.287190303,0.285072451,0.281004347,0.278679606,0.27862628,32.8406946,-83.6324022,Top 300
394454,"Champaign-Urbana, IL",176,Rent Affordability,0.339144711,0.260721603,0.26090014,0.259471588,0.25851869,40.1164204,-88.2433829,Top 300
395171,"Tuscaloosa, AL",177,Rent Affordability,0.23107753,0.275432777,0.279582132,0.27895525,0.276994796,33.2098407,-87.5691735,Top 300
395103,"Sioux Falls, SD",178,Rent Affordability,0.196234654,0.214661628,0.211304006,0.208707265,0.209683799,43.5473028,-96.728333,Top 300
394455,"Charleston, WV",179,Rent Affordability,0.252755724,0.24917834,0.255659558,0.254057742,0.243671877,38.3498195,-81.6326234,Top 300
394464,"Chico, CA",180,Rent Affordability,0.506662956,0.339659374,0.342161456,0.341102657,0.342855467,39.7284944,-121.8374777,Top 300
394459,"Charlottesville, VA",181,Rent Affordability,0.228252053,0.256165554,0.254902037,0.25347966,0.262317713,38.0293059,-78.4766781,Top 300
394361,"Barnstable Town, MA",182,Rent Affordability,0.285811424,0.302196944,0.29509452,0.291185474,0.295848721,41.7003208,-70.3002024,Top 300
394803,"Longview, TX",183,Rent Affordability,0.328177074,0.290655781,0.288579895,0.286288224,0.287389178,32.5007037,-94.7404891,Top 300
395002,"Prescott, AZ",184,Rent Affordability,0.292673804,0.359498514,0.363215183,0.362444567,0.360067228,34.5400242,-112.4685025,Top 300
395114,"Springfield, IL",185,Rent Affordability,0.312786113,0.178937013,0.177820785,0.176348659,0.184316663,39.7817213,-89.6501481,Top 300
395174,"Tyler, TX",186,Rent Affordability,0.274448655,0.266636933,0.261944944,0.258807749,0.261231589,32.3512601,-95.3010624,Top 300
394773,"Las Cruces, NM",187,Rent Affordability,0.306953797,0.317234624,0.323956213,0.323612236,0.324215224,32.3199396,-106.7636538,Top 300
394691,"Houma, LA",188,Rent Affordability,0.32560683,0.291343813,0.288496416,0.286688863,0.288147032,29.5957696,-90.7195348,Top 300
395030,"Rochester, MN",189,Rent Affordability,0.246499079,0.213880729,0.212647201,0.210625756,0.215673116,44.0121221,-92.4801989,Top 300
394597,"Florence, SC",190,Rent Affordability,0.249863923,0.281056341,0.274906804,0.272894391,0.281282201,34.1954331,-79.7625625,Top 300
394848,"Medford, OR",191,Rent Affordability,0.25942073,0.347954244,0.342496519,0.337791689,0.33933431,42.3265152,-122.8755949,Top 300
753895,"Lafayette-West Lafayette, IN",192,Rent Affordability,0.239309105,0.254056404,0.247472453,0.245011324,0.251027161,40.4258686,-86.9080655,Top 300
394378,"Bellingham, WA",193,Rent Affordability,0.310203801,0.301400229,0.292570948,0.287633678,0.309208194,48.7519112,-122.4786854,Top 300
394765,"Lake Havasu City, AZ",194,Rent Affordability,0.326302466,0.336213186,0.342995019,0.342218211,0.338441557,34.483901,-114.3224548,Top 300
395047,"Saginaw, MI",195,Rent Affordability,0.241106704,0.198327244,0.201303776,0.199847829,0.211230156,43.4194699,-83.9508068,Top 300
